League,BirthPlace,Count,LeagueTotal,Percentage,Rank
NFL,"Garfield, GA",1,24104,0.004148689014271491,99.0
NFL,"Garland, UT",1,24104,0.004148689014271491,99.0
NFL,"Garner, IA",1,24104,0.004148689014271491,99.0
NFL,"Garner, NC",1,24104,0.004148689014271491,99.0
NFL,"Garnerville, NY",1,24104,0.004148689014271491,99.0
NFL,"Gates, NC",1,24104,0.004148689014271491,99.0
NFL,"Gates, TN",1,24104,0.004148689014271491,99.0
NFL,"Gbanga, Liberia",1,24104,0.004148689014271491,99.0
NFL,"Geelong, Australia",1,24104,0.004148689014271491,99.0
NFL,"Geevagh, Ireland",1,24104,0.004148689014271491,99.0
NFL,"Geismar, LA",1,24104,0.004148689014271491,99.0
NFL,"Geneseo, NY",1,24104,0.004148689014271491,99.0
NFL,"Geneva, OH",1,24104,0.004148689014271491,99.0
NFL,"Genoa, Canada",1,24104,0.004148689014271491,99.0
NFL,"Georgetown, DC",1,24104,0.004148689014271491,99.0
NFL,"Georgetown, IL",1,24104,0.004148689014271491,99.0
NFL,"Georgetown, TX",1,24104,0.004148689014271491,99.0
NFL,"Georgiana, AL",1,24104,0.004148689014271491,99.0
NFL,"Germantown, MD",1,24104,0.004148689014271491,99.0
NFL,"Germantown, OH",1,24104,0.004148689014271491,99.0
NFL,"Gettysburg, PA",1,24104,0.004148689014271491,99.0
NFL,"Ghent, MN",1,24104,0.004148689014271491,99.0
NFL,"Ghent, NY",1,24104,0.004148689014271491,99.0
NFL,"Gibbstown, NJ",1,24104,0.004148689014271491,99.0
NFL,"Gibson City, IL",1,24104,0.004148689014271491,99.0
NFL,"Gibsonburg, OH",1,24104,0.004148689014271491,99.0
NFL,"Giessen, West Germany",1,24104,0.004148689014271491,99.0
NFL,"Gilbert, MN",1,24104,0.004148689014271491,99.0
NFL,"Gile, WI",1,24104,0.004148689014271491,99.0
NFL,"Gilead, NE",1,24104,0.004148689014271491,99.0
NFL,"Gillette, WY",1,24104,0.004148689014271491,99.0
NFL,"Gilliam, LA",1,24104,0.004148689014271491,99.0
NFL,"Gilmer County, WV",1,24104,0.004148689014271491,99.0
NFL,"Gilroy, CA",1,24104,0.004148689014271491,99.0
NFL,"Girard, KS",1,24104,0.004148689014271491,99.0
NFL,"Girard, OH",1,24104,0.004148689014271491,99.0
NFL,"Gladys, VA",1,24104,0.004148689014271491,99.0
NFL,"Glen Allen, VA",1,24104,0.004148689014271491,99.0
NFL,"Glen Burnie, MD",1,24104,0.004148689014271491,99.0
NFL,"Glen Head, NY",1,24104,0.004148689014271491,99.0
NFL,"Glenbush, Canada",1,24104,0.004148689014271491,99.0
NFL,"Glencoe, MN",1,24104,0.004148689014271491,99.0
NFL,"Glendive, MT",1,24104,0.004148689014271491,99.0
NFL,"Glenolden, PA",1,24104,0.004148689014271491,99.0
NFL,"Glenview, IL",1,24104,0.004148689014271491,99.0
NFL,"Glenville, CA",1,24104,0.004148689014271491,99.0
NFL,"Glenwood, IA",1,24104,0.004148689014271491,99.0
NFL,"Glenwood, IL",1,24104,0.004148689014271491,99.0
NFL,"Globe, AZ",1,24104,0.004148689014271491,99.0
NFL,"Gloucester City, NJ",1,24104,0.004148689014271491,99.0
NFL,"Gloucester, MA",1,24104,0.004148689014271491,99.0
NFL,"Goldendale, WA",1,24104,0.004148689014271491,99.0
NFL,"Goleta, CA",1,24104,0.004148689014271491,99.0
NFL,"Goltry, OK",1,24104,0.004148689014271491,99.0
NFL,"Gonvick, MN",1,24104,0.004148689014271491,99.0
NFL,"Good Shepard, TX",1,24104,0.004148689014271491,99.0
NFL,"Gooding, ID",1,24104,0.004148689014271491,99.0
NFL,"Goodland, KS",1,24104,0.004148689014271491,99.0
NFL,"Goodman, MS",1,24104,0.004148689014271491,99.0
NFL,"Goodsprings, AL",1,24104,0.004148689014271491,99.0
NFL,"Goose Creek, SC",1,24104,0.004148689014271491,99.0
NFL,"Gordo, AL",1,24104,0.004148689014271491,99.0
NFL,"Gore, OK",1,24104,0.004148689014271491,99.0
NFL,"Goreville, IL",1,24104,0.004148689014271491,99.0
NFL,"Gorham, ME",1,24104,0.004148689014271491,99.0
NFL,"Goritza, Italy",1,24104,0.004148689014271491,99.0
NFL,"Goshen, OH",1,24104,0.004148689014271491,99.0
NFL,"Gothenburg, NE",1,24104,0.004148689014271491,99.0
NFL,"Gould, AR",1,24104,0.004148689014271491,99.0
NFL,"Gouveneur, NY",1,24104,0.004148689014271491,99.0
NFL,"Govnick, MN",1,24104,0.004148689014271491,99.0
NFL,"Grady, AL",1,24104,0.004148689014271491,99.0
NFL,"Grady, AR",1,24104,0.004148689014271491,99.0
NFL,"Grafton, ND",1,24104,0.004148689014271491,99.0
NFL,"Graham, OK",1,24104,0.004148689014271491,99.0
NFL,"Gramercy, LA",1,24104,0.004148689014271491,99.0
NFL,"Grand Blanc, MI",1,24104,0.004148689014271491,99.0
NFL,"Grand Haven, MI",1,24104,0.004148689014271491,99.0
NFL,"Grand Island, NY",1,24104,0.004148689014271491,99.0
NFL,"Grand River, OH",1,24104,0.004148689014271491,99.0
NFL,"Grand Saline, TX",1,24104,0.004148689014271491,99.0
NFL,"Granger, TX",1,24104,0.004148689014271491,99.0
NFL,"Grangeville, ID",1,24104,0.004148689014271491,99.0
NFL,"Granite Bay, CA",1,24104,0.004148689014271491,99.0
NFL,"Granite City, CA",1,24104,0.004148689014271491,99.0
NFL,"Granite City, IL",1,24104,0.004148689014271491,99.0
NFL,"Granite Falls, MN",1,24104,0.004148689014271491,99.0
NFL,"Granite Falls, NC",1,24104,0.004148689014271491,99.0
NFL,"Granite, OK",1,24104,0.004148689014271491,99.0
NFL,"Grant, NE",1,24104,0.004148689014271491,99.0
NFL,"Grantsville, UT",1,24104,0.004148689014271491,99.0
NFL,"Granville, NY",1,24104,0.004148689014271491,99.0
NFL,"Grapeland, TX",1,24104,0.004148689014271491,99.0
NFL,"Gray Horse, OK",1,24104,0.004148689014271491,99.0
NFL,"Gray, GA",1,24104,0.004148689014271491,99.0
NFL,"Graymont, GA",1,24104,0.004148689014271491,99.0
NFL,"Grays Lake, IL",1,24104,0.004148689014271491,99.0
NFL,"Grayson, LA",1,24104,0.004148689014271491,99.0
NFL,"Great Barrington, MA",1,24104,0.004148689014271491,99.0
NFL,"Great Falls, MN",1,24104,0.004148689014271491,99.0
NFL,"Great Lakes Naval Base, IL",1,24104,0.004148689014271491,99.0
NFL,"Greeleyville, SC",1,24104,0.004148689014271491,99.0
NFL,"Green County, WI",1,24104,0.004148689014271491,99.0
NFL,"Green Pond, SC",1,24104,0.004148689014271491,99.0
NFL,"Greenbrae, CA",1,24104,0.004148689014271491,99.0
NFL,"Greene County, MO",1,24104,0.004148689014271491,99.0
NFL,"Greeneville, TN",1,24104,0.004148689014271491,99.0
NFL,"Greenfield, IN",1,24104,0.004148689014271491,99.0
NFL,"Greenfield, OH",1,24104,0.004148689014271491,99.0
NFL,"Greenfield, TN",1,24104,0.004148689014271491,99.0
NFL,"Greenlawn, NY",1,24104,0.004148689014271491,99.0
NFL,"Greensboro, AR",1,24104,0.004148689014271491,99.0
NFL,"Greensboro, GA",1,24104,0.004148689014271491,99.0
NFL,"Greenup, KY",1,24104,0.004148689014271491,99.0
NFL,"Greenvale, NY",1,24104,0.004148689014271491,99.0
NFL,"Greenville, AL",1,24104,0.004148689014271491,99.0
NFL,"Greenville, MI",1,24104,0.004148689014271491,99.0
NFL,"Greenville, VA",1,24104,0.004148689014271491,99.0
NFL,"Greenwald, PA",1,24104,0.004148689014271491,99.0
NFL,"Greenwich, OH",1,24104,0.004148689014271491,99.0
NFL,"Greenwood, IN",1,24104,0.004148689014271491,99.0
NFL,"Greer, SC",1,24104,0.004148689014271491,99.0
NFL,"Gretna, NE",1,24104,0.004148689014271491,99.0
NFL,"Griffithsville, WV",1,24104,0.004148689014271491,99.0
NFL,"Grimes County, TX",1,24104,0.004148689014271491,99.0
NFL,"Grindstone, PA",1,24104,0.004148689014271491,99.0
NFL,"Groveland, GA",1,24104,0.004148689014271491,99.0
NFL,"Groveton, TX",1,24104,0.004148689014271491,99.0
NFL,"Grundy Center, IA",1,24104,0.004148689014271491,99.0
NFL,"Guanajuato, Mexico",1,24104,0.004148689014271491,99.0
NFL,"Guilford County, NC",1,24104,0.004148689014271491,99.0
NFL,"Guilford, CT",1,24104,0.004148689014271491,99.0
NFL,"Guin, AL",1,24104,0.004148689014271491,99.0
NFL,"Gunnison, MS",1,24104,0.004148689014271491,99.0
NFL,"Guntersville, AL",1,24104,0.004148689014271491,99.0
NFL,"Gunzburg, Germany",1,24104,0.004148689014271491,99.0
NFL,"Guthrie Center, IA",1,24104,0.004148689014271491,99.0
NFL,"Guyton, GA",1,24104,0.004148689014271491,99.0
NFL,"Habersham County, GA",1,24104,0.004148689014271491,99.0
NFL,"Hacienda Heights, CA",1,24104,0.004148689014271491,99.0
NFL,"Haddock, GA",1,24104,0.004148689014271491,99.0
NFL,"Hagerman, TX",1,24104,0.004148689014271491,99.0
NFL,"Hagerstown, MD",1,24104,0.004148689014271491,99.0
NFL,"Hahnville, LA",1,24104,0.004148689014271491,99.0
NFL,"Hai'api, Tonga",1,24104,0.004148689014271491,99.0
NFL,"Haleyville, AL",1,24104,0.004148689014271491,99.0
NFL,"Halifax County, VA",1,24104,0.004148689014271491,99.0
NFL,"Hall County, TX",1,24104,0.004148689014271491,99.0
NFL,"Hallandale, FL",1,24104,0.004148689014271491,99.0
NFL,"Hallsville, TX",1,24104,0.004148689014271491,99.0
NFL,"Haltom City, TX",1,24104,0.004148689014271491,99.0
NFL,"Haltom, TX",1,24104,0.004148689014271491,99.0
NFL,"Hamburg, Germany",1,24104,0.004148689014271491,99.0
NFL,"Hamburg, NY",1,24104,0.004148689014271491,99.0
NFL,"Hamel, MN",1,24104,0.004148689014271491,99.0
NFL,"Hamilton, AL",1,24104,0.004148689014271491,99.0
NFL,"Hamilton, Bermuda",1,24104,0.004148689014271491,99.0
NFL,"Hamilton, IL",1,24104,0.004148689014271491,99.0
NFL,"Hamilton, KS",1,24104,0.004148689014271491,99.0
NFL,"Hamilton, MS",1,24104,0.004148689014271491,99.0
NFL,"Hamilton, NY",1,24104,0.004148689014271491,99.0
NFL,"Hamlin, WV",1,24104,0.004148689014271491,99.0
NFL,"Hammondsport, NY",1,24104,0.004148689014271491,99.0
NFL,"Hampstead, MD",1,24104,0.004148689014271491,99.0
NFL,"Hampton, GA",1,24104,0.004148689014271491,99.0
NFL,"Hampton, IA",1,24104,0.004148689014271491,99.0
NFL,"Hampton, MI",1,24104,0.004148689014271491,99.0
NFL,"Hamstead, NC",1,24104,0.004148689014271491,99.0
NFL,"Hanceville, AL",1,24104,0.004148689014271491,99.0
NFL,"Hancock Co., OH",1,24104,0.004148689014271491,99.0
NFL,"Hanley, TX",1,24104,0.004148689014271491,99.0
NFL,"Hanna, OK",1,24104,0.004148689014271491,99.0
NFL,"Harare, Zimbabwe",1,24104,0.004148689014271491,99.0
NFL,"Hardin County, KY",1,24104,0.004148689014271491,99.0
NFL,"Hardin, MT",1,24104,0.004148689014271491,99.0
NFL,"Harlem, GA",1,24104,0.004148689014271491,99.0
NFL,"Harlem, NY",1,24104,0.004148689014271491,99.0
NFL,"Harper, TX",1,24104,0.004148689014271491,99.0
NFL,"Harris, NY",1,24104,0.004148689014271491,99.0
NFL,"Harris, TX",1,24104,0.004148689014271491,99.0
NFL,"Harrisburg, IL",1,24104,0.004148689014271491,99.0
NFL,"Harrisburg, NC",1,24104,0.004148689014271491,99.0
NFL,"Harrison, NJ",1,24104,0.004148689014271491,99.0
NFL,"Harrisville, WV",1,24104,0.004148689014271491,99.0
NFL,"Harrodsburg, KY",1,24104,0.004148689014271491,99.0
NFL,"Hartford, WI",1,24104,0.004148689014271491,99.0
NFL,"Hartington, NE",1,24104,0.004148689014271491,99.0
NFL,"Hartland, WI",1,24104,0.004148689014271491,99.0
NFL,"Hartley, IA",1,24104,0.004148689014271491,99.0
NFL,"Hartsond, AL",1,24104,0.004148689014271491,99.0
NFL,"Hartsville, NY",1,24104,0.004148689014271491,99.0
NFL,"Harvard, IL",1,24104,0.004148689014271491,99.0
NFL,"Harvey, LA",1,24104,0.004148689014271491,99.0
NFL,"Harvey, ND",1,24104,0.004148689014271491,99.0
NFL,"Harwick, MA",1,24104,0.004148689014271491,99.0
NFL,"Hasbrouck Heights, NJ",1,24104,0.004148689014271491,99.0
NFL,"Hassfurt, Germany",1,24104,0.004148689014271491,99.0
NFL,"Hastings, Australia",1,24104,0.004148689014271491,99.0
NFL,"Hastings, MI",1,24104,0.004148689014271491,99.0
NFL,"Hastings, OK",1,24104,0.004148689014271491,99.0
NFL,"Hastings-on-Hudson, NY",1,24104,0.004148689014271491,99.0
NFL,"Hatfield, PA",1,24104,0.004148689014271491,99.0
NFL,"Haughton, LA",1,24104,0.004148689014271491,99.0
NFL,"Havre de Grace, MD",1,24104,0.004148689014271491,99.0
NFL,"Hawkins County, TN",1,24104,0.004148689014271491,99.0
NFL,"Hawkinsville, GA",1,24104,0.004148689014271491,99.0
NFL,"Hawthorne, IL",1,24104,0.004148689014271491,99.0
NFL,"Hawthorne, NJ",1,24104,0.004148689014271491,99.0
NFL,"Hazel Crest, IL",1,24104,0.004148689014271491,99.0
NFL,"Hazel Park, MI",1,24104,0.004148689014271491,99.0
NFL,"Hazelhurst, WI",1,24104,0.004148689014271491,99.0
NFL,"Hazlehurst, GA",1,24104,0.004148689014271491,99.0
NFL,"Hazlehurst, MS",1,24104,0.004148689014271491,99.0
NFL,"Hazlet, NJ",1,24104,0.004148689014271491,99.0
NFL,"Healdsburg, CA",1,24104,0.004148689014271491,99.0
NFL,"Heavener, OK",1,24104,0.004148689014271491,99.0
NFL,"Heber City, UT",1,24104,0.004148689014271491,99.0
NFL,"Hebron, IL",1,24104,0.004148689014271491,99.0
NFL,"Hebron, OH",1,24104,0.004148689014271491,99.0
NFL,"Hebron, WI",1,24104,0.004148689014271491,99.0
NFL,"Hector, AR",1,24104,0.004148689014271491,99.0
NFL,"Heflin, AL",1,24104,0.004148689014271491,99.0
NFL,"Heibuehl, Germany",1,24104,0.004148689014271491,99.0
NFL,"Hemingford, NE",1,24104,0.004148689014271491,99.0
NFL,"Henderson, KY",1,24104,0.004148689014271491,99.0
NFL,"Henderson, SC",1,24104,0.004148689014271491,99.0
NFL,"Hendersonville, TN",1,24104,0.004148689014271491,99.0
NFL,"Hennepin County, MN",1,24104,0.004148689014271491,99.0
NFL,"Henning, TN",1,24104,0.004148689014271491,99.0
NFL,"Henrico, VA",1,24104,0.004148689014271491,99.0
NFL,"Henrietta, MO",1,24104,0.004148689014271491,99.0
NFL,"Henry County, IN",1,24104,0.004148689014271491,99.0
NFL,"Henryville, IN",1,24104,0.004148689014271491,99.0
NFL,"Hephzibah, GA",1,24104,0.004148689014271491,99.0
NFL,"Hereford, TX",1,24104,0.004148689014271491,99.0
NFL,"Herman, MI",1,24104,0.004148689014271491,99.0
NFL,"Hermitage, AR",1,24104,0.004148689014271491,99.0
NFL,"Hermitage, TN",1,24104,0.004148689014271491,99.0
NFL,"Hermosa Beach, CA",1,24104,0.004148689014271491,99.0
NFL,"Herndon, VA",1,24104,0.004148689014271491,99.0
NFL,"Heron Lake, MN",1,24104,0.004148689014271491,99.0
NFL,"Herrin, IL",1,24104,0.004148689014271491,99.0
NFL,"Hiawatha, KS",1,24104,0.004148689014271491,99.0
NFL,"Hicksville, NY",1,24104,0.004148689014271491,99.0
NFL,"Hicksville, OH",1,24104,0.004148689014271491,99.0
NFL,"Hico, TX",1,24104,0.004148689014271491,99.0
NFL,"High Shoals Township, NC",1,24104,0.004148689014271491,99.0
NFL,"High Springs, FL",1,24104,0.004148689014271491,99.0
NFL,"Highland Falls, NJ",1,24104,0.004148689014271491,99.0
NFL,"Highland Park, IL",1,24104,0.004148689014271491,99.0
NFL,"Hightstown, NJ",1,24104,0.004148689014271491,99.0
NFL,"Higley, AZ",1,24104,0.004148689014271491,99.0
NFL,"Hilliard, FL",1,24104,0.004148689014271491,99.0
NFL,"Hillsboro, MI",1,24104,0.004148689014271491,99.0
NFL,"Hillsboro, ND",1,24104,0.004148689014271491,99.0
NFL,"Hillsborough, NJ",1,24104,0.004148689014271491,99.0
NFL,"Hillside, IL",1,24104,0.004148689014271491,99.0
NFL,"Hillside, TX",1,24104,0.004148689014271491,99.0
NFL,"Hinds County, MS",1,24104,0.004148689014271491,99.0
NFL,"Hinton, WV",1,24104,0.004148689014271491,99.0
NFL,"Hodges, SC",1,24104,0.004148689014271491,99.0
NFL,"Hogansville, GA",1,24104,0.004148689014271491,99.0
NFL,"Hohenwald, TN",1,24104,0.004148689014271491,99.0
NFL,"Hoisington, KS",1,24104,0.004148689014271491,99.0
NFL,"Holden, MA",1,24104,0.004148689014271491,99.0
NFL,"Holgate, OH",1,24104,0.004148689014271491,99.0
NFL,"Holiday, FL",1,24104,0.004148689014271491,99.0
NFL,"Hollsopple, PA",1,24104,0.004148689014271491,99.0
NFL,"Holly Grove, TX",1,24104,0.004148689014271491,99.0
NFL,"Holly Hill, SC",1,24104,0.004148689014271491,99.0
NFL,"Holly Ridge, NC",1,24104,0.004148689014271491,99.0
NFL,"Holly, MI",1,24104,0.004148689014271491,99.0
NFL,"Hollywood Hills, FL",1,24104,0.004148689014271491,99.0
NFL,"Holopaw, FL",1,24104,0.004148689014271491,99.0
NFL,"Holyoke, CO",1,24104,0.004148689014271491,99.0
NFL,"Homeland, FL",1,24104,0.004148689014271491,99.0
NFL,"Hondo, TX",1,24104,0.004148689014271491,99.0
NFL,"Honey Grove, TX",1,24104,0.004148689014271491,99.0
NFL,"Hood County, TX",1,24104,0.004148689014271491,99.0
NFL,"Hooevha, HI",1,24104,0.004148689014271491,99.0
NFL,"Hope, RI",1,24104,0.004148689014271491,99.0
NFL,"Hopeland, NJ",1,24104,0.004148689014271491,99.0
NFL,"Hopewell, KS",1,24104,0.004148689014271491,99.0
NFL,"Hopkins, MN",1,24104,0.004148689014271491,99.0
NFL,"Hornell, NY",1,24104,0.004148689014271491,99.0
NFL,"Houlton, ME",1,24104,0.004148689014271491,99.0
NFL,"Houlton, WI",1,24104,0.004148689014271491,99.0
NFL,"Howard County, TX",1,24104,0.004148689014271491,99.0
NFL,"Howe, TX",1,24104,0.004148689014271491,99.0
NFL,"Howell, NJ",1,24104,0.004148689014271491,99.0
NFL,"Howkan, AK",1,24104,0.004148689014271491,99.0
NFL,"Hoxie, KS",1,24104,0.004148689014271491,99.0
NFL,"Hubbard, TX",1,24104,0.004148689014271491,99.0
NFL,"Hudsonville, MI",1,24104,0.004148689014271491,99.0
NFL,"Huger, SC",1,24104,0.004148689014271491,99.0
NFL,"Hughesville, MO",1,24104,0.004148689014271491,99.0
NFL,"Hughesville, PA",1,24104,0.004148689014271491,99.0
NFL,"Hugo, OK",1,24104,0.004148689014271491,99.0
NFL,"Hull, Canada",1,24104,0.004148689014271491,99.0
NFL,"Humboldt, IA",1,24104,0.004148689014271491,99.0
NFL,"Humboldt, TN",1,24104,0.004148689014271491,99.0
NFL,"Hunt County, TX",1,24104,0.004148689014271491,99.0
NFL,"Hunterton County, NJ",1,24104,0.004148689014271491,99.0
NFL,"Huntingdon Valley, PA",1,24104,0.004148689014271491,99.0
NFL,"Huntington Park, CA",1,24104,0.004148689014271491,99.0
NFL,"Huntington Station, NY",1,24104,0.004148689014271491,99.0
NFL,"Huntington, AR",1,24104,0.004148689014271491,99.0
NFL,"Huntington, NY",1,24104,0.004148689014271491,99.0
NFL,"Huntsville, AR",1,24104,0.004148689014271491,99.0
NFL,"Hurley, WI",1,24104,0.004148689014271491,99.0
NFL,"Huron, OH",1,24104,0.004148689014271491,99.0
NFL,"Hurst, TX",1,24104,0.004148689014271491,99.0
NFL,"Hutchinson, MN",1,24104,0.004148689014271491,99.0
NFL,"Hutto, TX",1,24104,0.004148689014271491,99.0
NFL,"Hyannis, MA",1,24104,0.004148689014271491,99.0
NFL,"Hyden, KY",1,24104,0.004148689014271491,99.0
NFL,"Hygiene, CO",1,24104,0.004148689014271491,99.0
NFL,IA,1,24104,0.004148689014271491,99.0
NFL,ID,1,24104,0.004148689014271491,99.0
NFL,"IN County, PA",1,24104,0.004148689014271491,99.0
NFL,"Iao Valley, HI",1,24104,0.004148689014271491,99.0
NFL,"Ibadan, Nigeria",1,24104,0.004148689014271491,99.0
NFL,"Icard, NC",1,24104,0.004148689014271491,99.0
NFL,"Idabel, OK",1,24104,0.004148689014271491,99.0
NFL,"Idyllwild, CA",1,24104,0.004148689014271491,99.0
NFL,"Ikaris, Greece",1,24104,0.004148689014271491,99.0
NFL,"Ilion, NY",1,24104,0.004148689014271491,99.0
NFL,"Imlay City, MI",1,24104,0.004148689014271491,99.0
NFL,"Independence, IA",1,24104,0.004148689014271491,99.0
NFL,"Indialantic, FL",1,24104,0.004148689014271491,99.0
NFL,"Indian Harbor, IN",1,24104,0.004148689014271491,99.0
NFL,"Indian Orchard, MA",1,24104,0.004148689014271491,99.0
NFL,"Indianapolis, IN",1,24104,0.004148689014271491,99.0
NFL,"Indiantown, FL",1,24104,0.004148689014271491,99.0
NFL,"Indio, CA",1,24104,0.004148689014271491,99.0
NFL,"Ingleside, TX",1,24104,0.004148689014271491,99.0
NFL,"Ingomar, OH",1,24104,0.004148689014271491,99.0
NFL,"Inkster, ND",1,24104,0.004148689014271491,99.0
NFL,"International Falls, MN",1,24104,0.004148689014271491,99.0
NFL,"Inver Grove Heights, MN",1,24104,0.004148689014271491,99.0
NFL,"Inwood, IA",1,24104,0.004148689014271491,99.0
NFL,"Inwood, NY",1,24104,0.004148689014271491,99.0
NFL,"Ione, WA",1,24104,0.004148689014271491,99.0
NFL,"Ipswich, MA",1,24104,0.004148689014271491,99.0
NFL,"Irabo, Congo",1,24104,0.004148689014271491,99.0
NFL,"Irene, TX",1,24104,0.004148689014271491,99.0
NFL,"Iron Ridge, WI",1,24104,0.004148689014271491,99.0
NFL,"Iron River, MI",1,24104,0.004148689014271491,99.0
NFL,"Ironwood, MI",1,24104,0.004148689014271491,99.0
NFL,"Irvine, CA",1,24104,0.004148689014271491,99.0
NFL,"Irvington, NY",1,24104,0.004148689014271491,99.0
NFL,"Irwin, PA",1,24104,0.004148689014271491,99.0
NFL,"Istanbul, Turkey",1,24104,0.004148689014271491,99.0
NFL,"Ivor, VA",1,24104,0.004148689014271491,99.0
NFL,"Ivy, VA",1,24104,0.004148689014271491,99.0
NFL,"Jackson County, IN",1,24104,0.004148689014271491,99.0
NFL,"Jackson County, MO",1,24104,0.004148689014271491,99.0
NFL,"Jackson County, TX",1,24104,0.004148689014271491,99.0
NFL,"Jackson, GA",1,24104,0.004148689014271491,99.0
NFL,"Jackson, OH",1,24104,0.004148689014271491,99.0
NFL,"Jackson, WY",1,24104,0.004148689014271491,99.0
NFL,"Jacksonboro, TX",1,24104,0.004148689014271491,99.0
NFL,"Jamaica, NY",1,24104,0.004148689014271491,99.0
NFL,"Jamesport, NY",1,24104,0.004148689014271491,99.0
NFL,"Jamestown, IN",1,24104,0.004148689014271491,99.0
NFL,"Jamestown, KS",1,24104,0.004148689014271491,99.0
NFL,"Jamesville, NY",1,24104,0.004148689014271491,99.0
NFL,"Janesville, MN",1,24104,0.004148689014271491,99.0
NFL,"Jasonville, IN",1,24104,0.004148689014271491,99.0
NFL,"Jasper, FL",1,24104,0.004148689014271491,99.0
NFL,"Jasper, MN",1,24104,0.004148689014271491,99.0
NFL,"Jeanerette, LA",1,24104,0.004148689014271491,99.0
NFL,"Jeanesville, PA",1,24104,0.004148689014271491,99.0
NFL,"Jeanette, PA",1,24104,0.004148689014271491,99.0
NFL,"Jefferson County, IN",1,24104,0.004148689014271491,99.0
NFL,"Jefferson County, OH",1,24104,0.004148689014271491,99.0
NFL,"Jefferson, GA",1,24104,0.004148689014271491,99.0
NFL,"Jefferson, SC",1,24104,0.004148689014271491,99.0
NFL,"Jefferson, SD",1,24104,0.004148689014271491,99.0
NFL,"Jena, LA",1,24104,0.004148689014271491,99.0
NFL,"Jenkins Twp., PA",1,24104,0.004148689014271491,99.0
NFL,"Jennings, OK",1,24104,0.004148689014271491,99.0
NFL,"Jere, WV",1,24104,0.004148689014271491,99.0
NFL,"Jerome, PA",1,24104,0.004148689014271491,99.0
NFL,"Jersey Shore, PA",1,24104,0.004148689014271491,99.0
NFL,"Jerseyville, IL",1,24104,0.004148689014271491,99.0
NFL,"Jetmore, KS",1,24104,0.004148689014271491,99.0
NFL,"Jewell Ridge, VA",1,24104,0.004148689014271491,99.0
NFL,"Jewett City, CT",1,24104,0.004148689014271491,99.0
NFL,"Joaquin, TX",1,24104,0.004148689014271491,99.0
NFL,"Johnsburg, WI",1,24104,0.004148689014271491,99.0
NFL,"Johnson County, KS",1,24104,0.004148689014271491,99.0
NFL,"Johnson, KS",1,24104,0.004148689014271491,99.0
NFL,"Johnsonville, SC",1,24104,0.004148689014271491,99.0
NFL,"Johnston City, IL",1,24104,0.004148689014271491,99.0
NFL,"Johnston, PA",1,24104,0.004148689014271491,99.0
NFL,"Johnston, RI",1,24104,0.004148689014271491,99.0
NFL,"Johnston, SC",1,24104,0.004148689014271491,99.0
NFL,"Joilet, IL",1,24104,0.004148689014271491,99.0
NFL,"Jones Creek, GA",1,24104,0.004148689014271491,99.0
NFL,"Jonesboro, TX",1,24104,0.004148689014271491,99.0
NFL,"Jonestown, MS",1,24104,0.004148689014271491,99.0
NFL,"Joppa, MD",1,24104,0.004148689014271491,99.0
NFL,"Jordan, MT",1,24104,0.004148689014271491,99.0
NFL,"Joy, IL",1,24104,0.004148689014271491,99.0
NFL,"Junction, TX",1,24104,0.004148689014271491,99.0
NFL,"Kadena AFB, Okinawa",1,24104,0.004148689014271491,99.0
NFL,"Kahuka, HI",1,24104,0.004148689014271491,99.0
NFL,"Kailua-Kona, HI",1,24104,0.004148689014271491,99.0
NFL,"Kamloops, Canada",1,24104,0.004148689014271491,99.0
NFL,"Kane'ohe, HI",1,24104,0.004148689014271491,99.0
NFL,"Kane, PA",1,24104,0.004148689014271491,99.0
NFL,"Karski-Nuia, Estonia",1,24104,0.004148689014271491,99.0
NFL,"Kathleen, GA",1,24104,0.004148689014271491,99.0
NFL,"Kauai, HI",1,24104,0.004148689014271491,99.0
NFL,"Kaukauna, WI",1,24104,0.004148689014271491,99.0
NFL,"Kaunakakai, HI",1,24104,0.004148689014271491,99.0
NFL,"Kaylor, PA",1,24104,0.004148689014271491,99.0
NFL,"Kaysville, UT",1,24104,0.004148689014271491,99.0
NFL,"Kearney, MO",1,24104,0.004148689014271491,99.0
NFL,"Keatchie, LA",1,24104,0.004148689014271491,99.0
NFL,"Keene, NH",1,24104,0.004148689014271491,99.0
NFL,"Keenes, IL",1,24104,0.004148689014271491,99.0
NFL,"Kekaha, HI",1,24104,0.004148689014271491,99.0
NFL,"Keller, TX",1,24104,0.004148689014271491,99.0
NFL,"Kellogg, ID",1,24104,0.004148689014271491,99.0
NFL,"Kellyton, AL",1,24104,0.004148689014271491,99.0
NFL,"Kelowna, Canada",1,24104,0.004148689014271491,99.0
NFL,"Kemersville, NC",1,24104,0.004148689014271491,99.0
NFL,"Kenai, AK",1,24104,0.004148689014271491,99.0
NFL,"Kenbridge, VA",1,24104,0.004148689014271491,99.0
NFL,"Kendaia, NY",1,24104,0.004148689014271491,99.0
NFL,"Kenedy, TX",1,24104,0.004148689014271491,99.0
NFL,"Kenilworth, NJ",1,24104,0.004148689014271491,99.0
NFL,"Kenney, TX",1,24104,0.004148689014271491,99.0
NFL,"Kenosha County, WI",1,24104,0.004148689014271491,99.0
NFL,"Kentfield, CA",1,24104,0.004148689014271491,99.0
