League,BirthPlace,Count,LeagueTotal,Percentage,Rank
MLB,"Catharpin, VA",1,7541,0.013260840737302744,49.0
MLB,"Catskill, NY",1,7541,0.013260840737302744,49.0
MLB,"Cecil County, MD",1,7541,0.013260840737302744,49.0
MLB,"Centereach, NY",1,7541,0.013260840737302744,49.0
MLB,"Centerville, IN",1,7541,0.013260840737302744,49.0
MLB,"Centerville, TN",1,7541,0.013260840737302744,49.0
MLB,"Central Falls, RI",1,7541,0.013260840737302744,49.0
MLB,"Central Square, NY",1,7541,0.013260840737302744,49.0
MLB,"Centralia, WA",1,7541,0.013260840737302744,49.0
MLB,"Centre Hall, PA",1,7541,0.013260840737302744,49.0
MLB,"Centre, AL",1,7541,0.013260840737302744,49.0
MLB,"Ceredo, WV",1,7541,0.013260840737302744,49.0
MLB,"Chalmette, LA",1,7541,0.013260840737302744,49.0
MLB,"Chambersburg, PA",1,7541,0.013260840737302744,49.0
MLB,"Channelview, TX",1,7541,0.013260840737302744,49.0
MLB,"Chapel Hill, TN",1,7541,0.013260840737302744,49.0
MLB,"Chapin, SC",1,7541,0.013260840737302744,49.0
MLB,"Charleston, IL",1,7541,0.013260840737302744,49.0
MLB,"Charleston, MO",1,7541,0.013260840737302744,49.0
MLB,"Charlestown, MA",1,7541,0.013260840737302744,49.0
MLB,"Chatham Hill, VA",1,7541,0.013260840737302744,49.0
MLB,"Chatham, VA",1,7541,0.013260840737302744,49.0
MLB,"Chattahoochee, FL",1,7541,0.013260840737302744,49.0
MLB,"Chehalis, WA",1,7541,0.013260840737302744,49.0
MLB,"Chelmsford, MA",1,7541,0.013260840737302744,49.0
MLB,"Chelsea, MA",1,7541,0.013260840737302744,49.0
MLB,"Cherry Hill, NJ",1,7541,0.013260840737302744,49.0
MLB,"Chester, CT",1,7541,0.013260840737302744,49.0
MLB,"Chester, PA",1,7541,0.013260840737302744,49.0
MLB,"Chester, SC",1,7541,0.013260840737302744,49.0
MLB,"Chestertown, MD",1,7541,0.013260840737302744,49.0
MLB,"Chicopee Falls, MA",1,7541,0.013260840737302744,49.0
MLB,"Chicopee, MA",1,7541,0.013260840737302744,49.0
MLB,"Childress, TX",1,7541,0.013260840737302744,49.0
MLB,"Chilhowie, VA",1,7541,0.013260840737302744,49.0
MLB,"Choudrant, LA",1,7541,0.013260840737302744,49.0
MLB,"Chouteau, OK",1,7541,0.013260840737302744,49.0
MLB,"Chula Vista, CA",1,7541,0.013260840737302744,49.0
MLB,"Church Hill, MD",1,7541,0.013260840737302744,49.0
MLB,"Cisco, TX",1,7541,0.013260840737302744,49.0
MLB,"Ciudad Juarez, Chihuahua",1,7541,0.013260840737302744,49.0
MLB,"Clanton, AL",1,7541,0.013260840737302744,49.0
MLB,"Clare, MI",1,7541,0.013260840737302744,49.0
MLB,"Clarence, MO",1,7541,0.013260840737302744,49.0
MLB,"Clarence, NY",1,7541,0.013260840737302744,49.0
MLB,"Clarion, IA",1,7541,0.013260840737302744,49.0
MLB,"Clarkesville, GA",1,7541,0.013260840737302744,49.0
MLB,"Clarksburg, WV",1,7541,0.013260840737302744,49.0
MLB,"Clarkton, NC",1,7541,0.013260840737302744,49.0
MLB,"Clayton, NC",1,7541,0.013260840737302744,49.0
MLB,"Clear Creek, MO",1,7541,0.013260840737302744,49.0
MLB,"Clearlake, CA",1,7541,0.013260840737302744,49.0
MLB,"Cleveland, TN",1,7541,0.013260840737302744,49.0
MLB,"Cleves, OH",1,7541,0.013260840737302744,49.0
MLB,"Clifton Park, NY",1,7541,0.013260840737302744,49.0
MLB,"Clifton, TX",1,7541,0.013260840737302744,49.0
MLB,"Clinton, AR",1,7541,0.013260840737302744,49.0
MLB,"Clinton, IL",1,7541,0.013260840737302744,49.0
MLB,"Clinton, OK",1,7541,0.013260840737302744,49.0
MLB,"Clio, AL",1,7541,0.013260840737302744,49.0
MLB,"Cloverdale, CA",1,7541,0.013260840737302744,49.0
MLB,"Coal City, IL",1,7541,0.013260840737302744,49.0
MLB,"Coalfield, TN",1,7541,0.013260840737302744,49.0
MLB,"Coalinga, CA",1,7541,0.013260840737302744,49.0
MLB,"Cobleskill, NY",1,7541,0.013260840737302744,49.0
MLB,"Colchester, VT",1,7541,0.013260840737302744,49.0
MLB,"Coldwater, OH",1,7541,0.013260840737302744,49.0
MLB,"Coleman, MI",1,7541,0.013260840737302744,49.0
MLB,"College Park, MD",1,7541,0.013260840737302744,49.0
MLB,"Collierville, TN",1,7541,0.013260840737302744,49.0
MLB,"Collinsville, IL",1,7541,0.013260840737302744,49.0
MLB,"Colony, OK",1,7541,0.013260840737302744,49.0
MLB,"Colton, CA",1,7541,0.013260840737302744,49.0
MLB,"Columbia, KY",1,7541,0.013260840737302744,49.0
MLB,"Columbia, LA",1,7541,0.013260840737302744,49.0
MLB,"Columbia, MS",1,7541,0.013260840737302744,49.0
MLB,"Columbia, SD",1,7541,0.013260840737302744,49.0
MLB,"Columbiana, OH",1,7541,0.013260840737302744,49.0
MLB,"Columbus, IN",1,7541,0.013260840737302744,49.0
MLB,"Columbus, MS",1,7541,0.013260840737302744,49.0
MLB,"Columbus, NE",1,7541,0.013260840737302744,49.0
MLB,"Columbus, TX",1,7541,0.013260840737302744,49.0
MLB,"Columbus, WI",1,7541,0.013260840737302744,49.0
MLB,"Comanche, TX",1,7541,0.013260840737302744,49.0
MLB,"Commack, NY",1,7541,0.013260840737302744,49.0
MLB,"Commerce, GA",1,7541,0.013260840737302744,49.0
MLB,"Concord, MA",1,7541,0.013260840737302744,49.0
MLB,"Concord, NC",1,7541,0.013260840737302744,49.0
MLB,"Conenaugh, PA",1,7541,0.013260840737302744,49.0
MLB,"Conneaut, OH",1,7541,0.013260840737302744,49.0
MLB,"Conway Springs, KS",1,7541,0.013260840737302744,49.0
MLB,"Conway, AR",1,7541,0.013260840737302744,49.0
MLB,"Conway, NC",1,7541,0.013260840737302744,49.0
MLB,"Conyers, GA",1,7541,0.013260840737302744,49.0
MLB,"Cooleemee, NC",1,7541,0.013260840737302744,49.0
MLB,"Cooperstown, ND",1,7541,0.013260840737302744,49.0
MLB,"Coplay, PA",1,7541,0.013260840737302744,49.0
MLB,"Coral Springs, FL",1,7541,0.013260840737302744,49.0
MLB,"Cordell, OK",1,7541,0.013260840737302744,49.0
MLB,"Corinth, VT",1,7541,0.013260840737302744,49.0
MLB,"Corning, CA",1,7541,0.013260840737302744,49.0
MLB,"Cornwall, PA",1,7541,0.013260840737302744,49.0
MLB,"Corydon, KY",1,7541,0.013260840737302744,49.0
MLB,"Coshocton, OH",1,7541,0.013260840737302744,49.0
MLB,"Cosumnes, CA",1,7541,0.013260840737302744,49.0
MLB,"Cottonwood, AL",1,7541,0.013260840737302744,49.0
MLB,"Courtland, MS",1,7541,0.013260840737302744,49.0
MLB,"Covington, TX",1,7541,0.013260840737302744,49.0
MLB,"Covington, VA",1,7541,0.013260840737302744,49.0
MLB,"Crabapple, GA",1,7541,0.013260840737302744,49.0
MLB,"Crane, IN",1,7541,0.013260840737302744,49.0
MLB,"Cranston, RI",1,7541,0.013260840737302744,49.0
MLB,"Creighton, NE",1,7541,0.013260840737302744,49.0
MLB,"Crest Hill, IL",1,7541,0.013260840737302744,49.0
MLB,"Creston, IA",1,7541,0.013260840737302744,49.0
MLB,"Creswell, OR",1,7541,0.013260840737302744,49.0
MLB,"Crossett, AR",1,7541,0.013260840737302744,49.0
MLB,"Crystal City, MO",1,7541,0.013260840737302744,49.0
MLB,"Cuero, TX",1,7541,0.013260840737302744,49.0
MLB,"Culpeper, VA",1,7541,0.013260840737302744,49.0
MLB,"Cumberland Gap, TN",1,7541,0.013260840737302744,49.0
MLB,"Cushing, OK",1,7541,0.013260840737302744,49.0
MLB,"Cynthiana, KY",1,7541,0.013260840737302744,49.0
MLB,"Dallas, MI",1,7541,0.013260840737302744,49.0
MLB,"Dallas, OR",1,7541,0.013260840737302744,49.0
MLB,"Dalton, GA",1,7541,0.013260840737302744,49.0
MLB,"Dana, CA",1,7541,0.013260840737302744,49.0
MLB,"Danbury, CT",1,7541,0.013260840737302744,49.0
MLB,"Danville, PA",1,7541,0.013260840737302744,49.0
MLB,"Darlington, SC",1,7541,0.013260840737302744,49.0
MLB,"Darnell, LA",1,7541,0.013260840737302744,49.0
MLB,"DeKalb, IL",1,7541,0.013260840737302744,49.0
MLB,"DeKalb, TX",1,7541,0.013260840737302744,49.0
MLB,"DeLancey, PA",1,7541,0.013260840737302744,49.0
MLB,"DeWitt, IA",1,7541,0.013260840737302744,49.0
MLB,"Del Rio, TX",1,7541,0.013260840737302744,49.0
MLB,"Denison, TX",1,7541,0.013260840737302744,49.0
MLB,"Denmark, TN",1,7541,0.013260840737302744,49.0
MLB,"Denmark, WI",1,7541,0.013260840737302744,49.0
MLB,"Denton, NC",1,7541,0.013260840737302744,49.0
MLB,"Denver, PA",1,7541,0.013260840737302744,49.0
MLB,"Derry, NH",1,7541,0.013260840737302744,49.0
MLB,"Deshler, OH",1,7541,0.013260840737302744,49.0
MLB,"Devine, TX",1,7541,0.013260840737302744,49.0
MLB,"Dexter, TX",1,7541,0.013260840737302744,49.0
MLB,"Dhahran, Eastern Province",1,7541,0.013260840737302744,49.0
MLB,"Dickson, TN",1,7541,0.013260840737302744,49.0
MLB,"Dixon, CA",1,7541,0.013260840737302744,49.0
MLB,"Dobson, NC",1,7541,0.013260840737302744,49.0
MLB,"Donaldson, AR",1,7541,0.013260840737302744,49.0
MLB,"Donalsonville, GA",1,7541,0.013260840737302744,49.0
MLB,"Donora, PA",1,7541,0.013260840737302744,49.0
MLB,"Dorris, CA",1,7541,0.013260840737302744,49.0
MLB,"Dos Palos, CA",1,7541,0.013260840737302744,49.0
MLB,"Douglas, GA",1,7541,0.013260840737302744,49.0
MLB,"Douglasville, TX",1,7541,0.013260840737302744,49.0
MLB,"Dover, NJ",1,7541,0.013260840737302744,49.0
MLB,"Dover, TN",1,7541,0.013260840737302744,49.0
MLB,"Dows, IA",1,7541,0.013260840737302744,49.0
MLB,"Doyline, LA",1,7541,0.013260840737302744,49.0
MLB,"Drayton, ND",1,7541,0.013260840737302744,49.0
MLB,"Driggs, AR",1,7541,0.013260840737302744,49.0
MLB,"Drytown, CA",1,7541,0.013260840737302744,49.0
MLB,"Du Bois, ID",1,7541,0.013260840737302744,49.0
MLB,"Dublin, VA",1,7541,0.013260840737302744,49.0
MLB,"Dudley, MA",1,7541,0.013260840737302744,49.0
MLB,"Duluth, MN",1,7541,0.013260840737302744,49.0
MLB,"Dundee, Dundee",1,7541,0.013260840737302744,49.0
MLB,"Dundee, IL",1,7541,0.013260840737302744,49.0
MLB,"Dunedin, FL",1,7541,0.013260840737302744,49.0
MLB,"Dunkirk, MD",1,7541,0.013260840737302744,49.0
MLB,"Durango, CO",1,7541,0.013260840737302744,49.0
MLB,"Durham, NH",1,7541,0.013260840737302744,49.0
MLB,"Eagle Lake, TX",1,7541,0.013260840737302744,49.0
MLB,"Easley, SC",1,7541,0.013260840737302744,49.0
MLB,"East Alton, IL",1,7541,0.013260840737302744,49.0
MLB,"East Bend, NC",1,7541,0.013260840737302744,49.0
MLB,"East Bontang, PR",1,7541,0.013260840737302744,49.0
MLB,"East Boston, MA",1,7541,0.013260840737302744,49.0
MLB,"East Hartford, CT",1,7541,0.013260840737302744,49.0
MLB,"East Lewisburg, PA",1,7541,0.013260840737302744,49.0
MLB,"East Liverpool, OH",1,7541,0.013260840737302744,49.0
MLB,"East Port Chester, CT",1,7541,0.013260840737302744,49.0
MLB,"East Prairie, MO",1,7541,0.013260840737302744,49.0
MLB,"East Riverton, NJ",1,7541,0.013260840737302744,49.0
MLB,"East Saint Louis, IL",1,7541,0.013260840737302744,49.0
MLB,"East Tallassee, AL",1,7541,0.013260840737302744,49.0
MLB,"East York, ON",1,7541,0.013260840737302744,49.0
MLB,"Easton, PA",1,7541,0.013260840737302744,49.0
MLB,"Eau Claire, WI",1,7541,0.013260840737302744,49.0
MLB,"Ebbvale, MD",1,7541,0.013260840737302744,49.0
MLB,"Ebensburg, PA",1,7541,0.013260840737302744,49.0
MLB,"Eckley, PA",1,7541,0.013260840737302744,49.0
MLB,"Edge Hill, PA",1,7541,0.013260840737302744,49.0
MLB,"Edgewood, TX",1,7541,0.013260840737302744,49.0
MLB,"Edmonds, WA",1,7541,0.013260840737302744,49.0
MLB,"El Centro, CA",1,7541,0.013260840737302744,49.0
MLB,"El Dorado, KS",1,7541,0.013260840737302744,49.0
MLB,"El Monte, CA",1,7541,0.013260840737302744,49.0
MLB,"Elberton, GA",1,7541,0.013260840737302744,49.0
MLB,"Elizabeth, PA",1,7541,0.013260840737302744,49.0
MLB,"Elkader, IA",1,7541,0.013260840737302744,49.0
MLB,"Elkhart, IL",1,7541,0.013260840737302744,49.0
MLB,"Elkhorn, NE",1,7541,0.013260840737302744,49.0
MLB,"Elkin, NC",1,7541,0.013260840737302744,49.0
MLB,"Ellensburg, WA",1,7541,0.013260840737302744,49.0
MLB,"Elm Grove, LA",1,7541,0.013260840737302744,49.0
MLB,"Elmhurst, NY",1,7541,0.013260840737302744,49.0
MLB,"Elmwood, IL",1,7541,0.013260840737302744,49.0
MLB,"Eloy, AZ",1,7541,0.013260840737302744,49.0
MLB,"Elyria, OH",1,7541,0.013260840737302744,49.0
MLB,"Emmet, AR",1,7541,0.013260840737302744,49.0
MLB,"Enfield, IL",1,7541,0.013260840737302744,49.0
MLB,"Enid, OK",1,7541,0.013260840737302744,49.0
MLB,"Enoree, SC",1,7541,0.013260840737302744,49.0
MLB,"Enosburg Falls, VT",1,7541,0.013260840737302744,49.0
MLB,"Escanaba, MI",1,7541,0.013260840737302744,49.0
MLB,"Essex, MA",1,7541,0.013260840737302744,49.0
MLB,"Essex, VT",1,7541,0.013260840737302744,49.0
MLB,"Estill, SC",1,7541,0.013260840737302744,49.0
MLB,"Etna, GA",1,7541,0.013260840737302744,49.0
MLB,"Etna, OH",1,7541,0.013260840737302744,49.0
MLB,"Etowah, TN",1,7541,0.013260840737302744,49.0
MLB,"Eupora, MS",1,7541,0.013260840737302744,49.0
MLB,"Eureka Springs, AR",1,7541,0.013260840737302744,49.0
MLB,"Everett, PA",1,7541,0.013260840737302744,49.0
MLB,"Evergreen, IL",1,7541,0.013260840737302744,49.0
MLB,"Factoryville, PA",1,7541,0.013260840737302744,49.0
MLB,"Fairfield, AL",1,7541,0.013260840737302744,49.0
MLB,"Fairfield, OH",1,7541,0.013260840737302744,49.0
MLB,"Fairfield, OK",1,7541,0.013260840737302744,49.0
MLB,"Fairview, OH",1,7541,0.013260840737302744,49.0
MLB,"Fajardo, PR",1,7541,0.013260840737302744,49.0
MLB,"Falmouth, MA",1,7541,0.013260840737302744,49.0
MLB,"Far Rockaway, NY",1,7541,0.013260840737302744,49.0
MLB,"Fargo, ND",1,7541,0.013260840737302744,49.0
MLB,"Farmersville, CA",1,7541,0.013260840737302744,49.0
MLB,"Farmersville, TX",1,7541,0.013260840737302744,49.0
MLB,"Farmingdale, NY",1,7541,0.013260840737302744,49.0
MLB,"Farmington, MO",1,7541,0.013260840737302744,49.0
MLB,"Feasterville Trevose, PA",1,7541,0.013260840737302744,49.0
MLB,"Ferndale, CA",1,7541,0.013260840737302744,49.0
MLB,"Fertile, MN",1,7541,0.013260840737302744,49.0
MLB,"Findlay, OH",1,7541,0.013260840737302744,49.0
MLB,"Flat, OH",1,7541,0.013260840737302744,49.0
MLB,"Flemingsburg, KY",1,7541,0.013260840737302744,49.0
MLB,"Flemington, NJ",1,7541,0.013260840737302744,49.0
MLB,"Flemington, WV",1,7541,0.013260840737302744,49.0
MLB,"Flint Hill, MO",1,7541,0.013260840737302744,49.0
MLB,"Florala, AL",1,7541,0.013260840737302744,49.0
MLB,"Florida, PR",1,7541,0.013260840737302744,49.0
MLB,"Floyd, VA",1,7541,0.013260840737302744,49.0
MLB,"Follansbee, WV",1,7541,0.013260840737302744,49.0
MLB,"Forest City, IA",1,7541,0.013260840737302744,49.0
MLB,"Forestville, PA",1,7541,0.013260840737302744,49.0
MLB,"Fort Bragg, CA",1,7541,0.013260840737302744,49.0
MLB,"Fort Bragg, NC",1,7541,0.013260840737302744,49.0
MLB,"Fort Clayton, Canal Zone",1,7541,0.013260840737302744,49.0
MLB,"Fort Dix, NJ",1,7541,0.013260840737302744,49.0
MLB,"Fort Edward, NY",1,7541,0.013260840737302744,49.0
MLB,"Fort Knox, KY",1,7541,0.013260840737302744,49.0
MLB,"Fort Pierce, FL",1,7541,0.013260840737302744,49.0
MLB,"Fort Riley, KS",1,7541,0.013260840737302744,49.0
MLB,"Fort Scott, KS",1,7541,0.013260840737302744,49.0
MLB,"Fort Stewart, GA",1,7541,0.013260840737302744,49.0
MLB,"Foshee, AL",1,7541,0.013260840737302744,49.0
MLB,"Frankfort, KY",1,7541,0.013260840737302744,49.0
MLB,"Franklin, NJ",1,7541,0.013260840737302744,49.0
MLB,"Franklin, PA",1,7541,0.013260840737302744,49.0
MLB,"Franklinton, NC",1,7541,0.013260840737302744,49.0
MLB,"Frederick, MD",1,7541,0.013260840737302744,49.0
MLB,"Freehold, NJ",1,7541,0.013260840737302744,49.0
MLB,"Freer, TX",1,7541,0.013260840737302744,49.0
MLB,"Fremont, NC",1,7541,0.013260840737302744,49.0
MLB,"Fremont, NE",1,7541,0.013260840737302744,49.0
MLB,"Fremont, OH",1,7541,0.013260840737302744,49.0
MLB,"Frontenac, KS",1,7541,0.013260840737302744,49.0
MLB,"Fryeburg, ME",1,7541,0.013260840737302744,49.0
MLB,"Fulton, MS",1,7541,0.013260840737302744,49.0
MLB,"Fulton, NY",1,7541,0.013260840737302744,49.0
MLB,"Fultondale, AL",1,7541,0.013260840737302744,49.0
MLB,"Galesburg, IL",1,7541,0.013260840737302744,49.0
MLB,"Gallup, NM",1,7541,0.013260840737302744,49.0
MLB,"Galway, Galway",1,7541,0.013260840737302744,49.0
MLB,"Gambrills, MD",1,7541,0.013260840737302744,49.0
MLB,"Garden City, MI",1,7541,0.013260840737302744,49.0
MLB,"Garland, TX",1,7541,0.013260840737302744,49.0
MLB,"Garner, NC",1,7541,0.013260840737302744,49.0
MLB,"Garrett, IN",1,7541,0.013260840737302744,49.0
MLB,"Gary, WV",1,7541,0.013260840737302744,49.0
MLB,"Gastonia, NC",1,7541,0.013260840737302744,49.0
MLB,"Gause, TX",1,7541,0.013260840737302744,49.0
MLB,"Gayville, SD",1,7541,0.013260840737302744,49.0
MLB,"Gentry, MO",1,7541,0.013260840737302744,49.0
MLB,"George, IA",1,7541,0.013260840737302744,49.0
MLB,"Georgetown, MA",1,7541,0.013260840737302744,49.0
MLB,"Georgetown, OH",1,7541,0.013260840737302744,49.0
MLB,"Georgetown, OK",1,7541,0.013260840737302744,49.0
MLB,"Georgetown, TX",1,7541,0.013260840737302744,49.0
MLB,"Germantown, KY",1,7541,0.013260840737302744,49.0
MLB,"Germantown, MD",1,7541,0.013260840737302744,49.0
MLB,"Germantown, TN",1,7541,0.013260840737302744,49.0
MLB,"Gettysburg, PA",1,7541,0.013260840737302744,49.0
MLB,"Gilbert, PA",1,7541,0.013260840737302744,49.0
MLB,"Gilman, IL",1,7541,0.013260840737302744,49.0
MLB,"Gilroy, CA",1,7541,0.013260840737302744,49.0
MLB,"Girard, OH",1,7541,0.013260840737302744,49.0
MLB,"Glade Springs, VA",1,7541,0.013260840737302744,49.0
MLB,"Glasgow, KY",1,7541,0.013260840737302744,49.0
MLB,"Glen Campbell, PA",1,7541,0.013260840737302744,49.0
MLB,"Glen Riddle Lima, PA",1,7541,0.013260840737302744,49.0
MLB,"Glens Falls, NY",1,7541,0.013260840737302744,49.0
MLB,"Globe, AZ",1,7541,0.013260840737302744,49.0
MLB,"Gonzales, TX",1,7541,0.013260840737302744,49.0
MLB,"Goodwins Mills, ME",1,7541,0.013260840737302744,49.0
MLB,"Goose Creek, TX",1,7541,0.013260840737302744,49.0
MLB,"Gordo, AL",1,7541,0.013260840737302744,49.0
MLB,"Gordonsville, TN",1,7541,0.013260840737302744,49.0
MLB,"Gore Bay, ON",1,7541,0.013260840737302744,49.0
MLB,"Goshen, NY",1,7541,0.013260840737302744,49.0
MLB,"Graceville, MN",1,7541,0.013260840737302744,49.0
MLB,"Graettinger, IA",1,7541,0.013260840737302744,49.0
MLB,"Grafton, OH",1,7541,0.013260840737302744,49.0
MLB,"Grambling, LA",1,7541,0.013260840737302744,49.0
MLB,"Granbury, TX",1,7541,0.013260840737302744,49.0
MLB,"Grand Haven, MI",1,7541,0.013260840737302744,49.0
MLB,"Grand Ridge, IL",1,7541,0.013260840737302744,49.0
MLB,"Grandview, TX",1,7541,0.013260840737302744,49.0
MLB,"Granger, TX",1,7541,0.013260840737302744,49.0
MLB,"Grangeville, ID",1,7541,0.013260840737302744,49.0
MLB,"Granite City, IL",1,7541,0.013260840737302744,49.0
MLB,"Granite Quarry, NC",1,7541,0.013260840737302744,49.0
MLB,"Graniteville, SC",1,7541,0.013260840737302744,49.0
MLB,"Grantham, NC",1,7541,0.013260840737302744,49.0
MLB,"Grants Pass, OR",1,7541,0.013260840737302744,49.0
MLB,"Grantville, KS",1,7541,0.013260840737302744,49.0
MLB,"Granville, TN",1,7541,0.013260840737302744,49.0
MLB,"Grassy Creek, NC",1,7541,0.013260840737302744,49.0
MLB,"Great Falls, MT",1,7541,0.013260840737302744,49.0
MLB,"Great Falls, SC",1,7541,0.013260840737302744,49.0
MLB,"Green Bottom, WV",1,7541,0.013260840737302744,49.0
MLB,"Green Village, NJ",1,7541,0.013260840737302744,49.0
MLB,"Greenbrier, AR",1,7541,0.013260840737302744,49.0
MLB,"Greencastle, PA",1,7541,0.013260840737302744,49.0
MLB,"Greene County, AL",1,7541,0.013260840737302744,49.0
MLB,"Greenfield Park, QC",1,7541,0.013260840737302744,49.0
MLB,"Greenfield, IN",1,7541,0.013260840737302744,49.0
MLB,"Greenfield, MA",1,7541,0.013260840737302744,49.0
MLB,"Greenfield, OH",1,7541,0.013260840737302744,49.0
MLB,"Greensburg, KY",1,7541,0.013260840737302744,49.0
MLB,"Greenville, OH",1,7541,0.013260840737302744,49.0
MLB,"Greenville, PA",1,7541,0.013260840737302744,49.0
MLB,"Greenwood, MO",1,7541,0.013260840737302744,49.0
MLB,"Greenwood, WI",1,7541,0.013260840737302744,49.0
MLB,"Grove Hill, AL",1,7541,0.013260840737302744,49.0
MLB,"Grovedale, Victoria",1,7541,0.013260840737302744,49.0
MLB,"Groveton, TX",1,7541,0.013260840737302744,49.0
MLB,"Guadalajara, Jalisco",1,7541,0.013260840737302744,49.0
MLB,"Gurley, AL",1,7541,0.013260840737302744,49.0
MLB,"Hahira, GA",1,7541,0.013260840737302744,49.0
MLB,"Hallsville, TX",1,7541,0.013260840737302744,49.0
MLB,"Halsey Valley, NY",1,7541,0.013260840737302744,49.0
MLB,"Hamlet, NC",1,7541,0.013260840737302744,49.0
MLB,"Hampton, SC",1,7541,0.013260840737302744,49.0
MLB,"Hancock, NY",1,7541,0.013260840737302744,49.0
MLB,"Hanover County, VA",1,7541,0.013260840737302744,49.0
MLB,"Hanover, WI",1,7541,0.013260840737302744,49.0
MLB,"Harbor Beach, MI",1,7541,0.013260840737302744,49.0
MLB,"Harlingen, TX",1,7541,0.013260840737302744,49.0
MLB,"Harrah, OK",1,7541,0.013260840737302744,49.0
MLB,"Harrisburg, AR",1,7541,0.013260840737302744,49.0
MLB,"Harrisburg, IL",1,7541,0.013260840737302744,49.0
MLB,"Harrison, NJ",1,7541,0.013260840737302744,49.0
MLB,"Harristown, IL",1,7541,0.013260840737302744,49.0
MLB,"Hartland, MI",1,7541,0.013260840737302744,49.0
MLB,"Hartsdale, NY",1,7541,0.013260840737302744,49.0
MLB,"Harvard, IL",1,7541,0.013260840737302744,49.0
MLB,"Hastings, NE",1,7541,0.013260840737302744,49.0
MLB,"Hatboro, PA",1,7541,0.013260840737302744,49.0
MLB,"Hatteras, NC",1,7541,0.013260840737302744,49.0
MLB,"Havana, AR",1,7541,0.013260840737302744,49.0
MLB,"Haw River, NC",1,7541,0.013260840737302744,49.0
MLB,"Hawthorne, NV",1,7541,0.013260840737302744,49.0
MLB,"Hayden, IN",1,7541,0.013260840737302744,49.0
MLB,"Hazel Green, KY",1,7541,0.013260840737302744,49.0
MLB,"Hazleton, MO",1,7541,0.013260840737302744,49.0
MLB,"Hebron, CT",1,7541,0.013260840737302744,49.0
MLB,"Hebron, IL",1,7541,0.013260840737302744,49.0
MLB,"Heidelberg, Baden-Wurttemberg",1,7541,0.013260840737302744,49.0
MLB,"Hemet, CA",1,7541,0.013260840737302744,49.0
MLB,"Henderson, TN",1,7541,0.013260840737302744,49.0
MLB,"Hermosillo, Sonora",1,7541,0.013260840737302744,49.0
MLB,"Herrin, IL",1,7541,0.013260840737302744,49.0
MLB,"Hershey, PA",1,7541,0.013260840737302744,49.0
MLB,"Hickory, MS",1,7541,0.013260840737302744,49.0
MLB,"Hicksville, OH",1,7541,0.013260840737302744,49.0
MLB,"Highland Park, MI",1,7541,0.013260840737302744,49.0
MLB,"Hill City, TN",1,7541,0.013260840737302744,49.0
MLB,"Hillsboro, TX",1,7541,0.013260840737302744,49.0
MLB,"Hillside, IL",1,7541,0.013260840737302744,49.0
MLB,"Hillside, NJ",1,7541,0.013260840737302744,49.0
MLB,"Hinckley, NY",1,7541,0.013260840737302744,49.0
MLB,"Hobart, IN",1,7541,0.013260840737302744,49.0
MLB,"Hobbs, NM",1,7541,0.013260840737302744,49.0
MLB,"Hodge, LA",1,7541,0.013260840737302744,49.0
MLB,"Holcomb, MO",1,7541,0.013260840737302744,49.0
MLB,"Holdenville, OK",1,7541,0.013260840737302744,49.0
MLB,"Holliday, MO",1,7541,0.013260840737302744,49.0
MLB,"Holly Hill, SC",1,7541,0.013260840737302744,49.0
MLB,"Holstein, IA",1,7541,0.013260840737302744,49.0
MLB,"Holyrood, KS",1,7541,0.013260840737302744,49.0
MLB,"Homer, MI",1,7541,0.013260840737302744,49.0
MLB,"Hood River, OR",1,7541,0.013260840737302744,49.0
MLB,"Hooper, NE",1,7541,0.013260840737302744,49.0
MLB,"Hoosick Falls, NY",1,7541,0.013260840737302744,49.0
MLB,"Hopkins, SC",1,7541,0.013260840737302744,49.0
MLB,"Hornell, NY",1,7541,0.013260840737302744,49.0
MLB,"Horsham, PA",1,7541,0.013260840737302744,49.0
MLB,"Hortonville, WI",1,7541,0.013260840737302744,49.0
MLB,"Hoyleton, IL",1,7541,0.013260840737302744,49.0
MLB,"Hubbard, TX",1,7541,0.013260840737302744,49.0
MLB,"Hudson, NY",1,7541,0.013260840737302744,49.0
MLB,"Humboldt, IA",1,7541,0.013260840737302744,49.0
MLB,"Huntington, AR",1,7541,0.013260840737302744,49.0
MLB,"Huron, SD",1,7541,0.013260840737302744,49.0
MLB,"Hutchinson, KS",1,7541,0.013260840737302744,49.0
MLB,"Idabel, OK",1,7541,0.013260840737302744,49.0
MLB,"Ilion, NY",1,7541,0.013260840737302744,49.0
MLB,"Independence, OH",1,7541,0.013260840737302744,49.0
MLB,"Industry, TX",1,7541,0.013260840737302744,49.0
MLB,"Intercourse, PA",1,7541,0.013260840737302744,49.0
MLB,"Iola, KS",1,7541,0.013260840737302744,49.0
MLB,"Ipswich, MA",1,7541,0.013260840737302744,49.0
MLB,"Irene, TX",1,7541,0.013260840737302744,49.0
MLB,"Ironton, OH",1,7541,0.013260840737302744,49.0
MLB,"Issaquah, WA",1,7541,0.013260840737302744,49.0
MLB,"Ithaca, NY",1,7541,0.013260840737302744,49.0
MLB,"Ivy, VA",1,7541,0.013260840737302744,49.0
MLB,"Jackson Heights, NY",1,7541,0.013260840737302744,49.0
MLB,"Jackson, CA",1,7541,0.013260840737302744,49.0
