League,College,Count,LeagueTotal,Percentage,Rank
NBA,Georgia Southern University,3,4371,0.06863417982155114,51.0
NBA,Kent State University,3,4371,0.06863417982155114,51.0
NBA,LeMoyne-Owen College,3,4371,0.06863417982155114,51.0
NBA,Liberty University,3,4371,0.06863417982155114,51.0
NBA,Northern Arizona University,3,4371,0.06863417982155114,51.0
NBA,South Carolina State University,3,4371,0.06863417982155114,51.0
NBA,Thomas More College,3,4371,0.06863417982155114,51.0
NBA,Truman State University,3,4371,0.06863417982155114,51.0
NBA,University of Charleston,3,4371,0.06863417982155114,51.0
NBA,University of Richmond,3,4371,0.06863417982155114,51.0
NBA,University of Tennessee at Chattanooga,3,4371,0.06863417982155114,51.0
NBA,Washington & Jefferson College,3,4371,0.06863417982155114,51.0
NBA,Whitworth,3,4371,0.06863417982155114,51.0
NBA,Xavier University of Louisiana,3,4371,0.06863417982155114,51.0
NBA,Yale University,3,4371,0.06863417982155114,51.0
NFL,Brigham Young University,139,24459,0.5682979680281287,51.0
MLB,Central Arizona College,11,7540,0.14588859416445624,52.0
MLB,Columbia University,11,7540,0.14588859416445624,52.0
MLB,Elon University,11,7540,0.14588859416445624,52.0
MLB,Golden West College,11,7540,0.14588859416445624,52.0
MLB,Grambling State University,11,7540,0.14588859416445624,52.0
MLB,Grossmont College,11,7540,0.14588859416445624,52.0
MLB,Illinois Wesleyan University,11,7540,0.14588859416445624,52.0
MLB,Lamar University,11,7540,0.14588859416445624,52.0
MLB,Merced College,11,7540,0.14588859416445624,52.0
MLB,Niagara University,11,7540,0.14588859416445624,52.0
MLB,Old Dominion University,11,7540,0.14588859416445624,52.0
MLB,Rollins College,11,7540,0.14588859416445624,52.0
MLB,Sam Houston State University,11,7540,0.14588859416445624,52.0
MLB,Spartanburg Methodist College,11,7540,0.14588859416445624,52.0
MLB,University of Chicago,11,7540,0.14588859416445624,52.0
MLB,University of Delaware,11,7540,0.14588859416445624,52.0
MLB,University of La Verne,11,7540,0.14588859416445624,52.0
MLB,University of Texas at Arlington,11,7540,0.14588859416445624,52.0
MLB,University of Toledo,11,7540,0.14588859416445624,52.0
MLB,University of the Pacific,11,7540,0.14588859416445624,52.0
NBA,American University,2,4371,0.04575611988103409,52.0
NBA,Augsburg College,2,4371,0.04575611988103409,52.0
NBA,Augustana College (SD),2,4371,0.04575611988103409,52.0
NBA,Brooklyn College-The City University of New York,2,4371,0.04575611988103409,52.0
NBA,Brown University,2,4371,0.04575611988103409,52.0
NBA,California Polytechnic State University-Pomona,2,4371,0.04575611988103409,52.0
NBA,Cameron University,2,4371,0.04575611988103409,52.0
NBA,Central Connecticut State University,2,4371,0.04575611988103409,52.0
NBA,Central State University,2,4371,0.04575611988103409,52.0
NBA,College of William & Mary,2,4371,0.04575611988103409,52.0
NBA,Coppin State University,2,4371,0.04575611988103409,52.0
NBA,Dillard University,2,4371,0.04575611988103409,52.0
NBA,East Carolina University,2,4371,0.04575611988103409,52.0
NBA,Eastern Illinois University,2,4371,0.04575611988103409,52.0
NBA,Eastern Washington University,2,4371,0.04575611988103409,52.0
NBA,Georgia State University,2,4371,0.04575611988103409,52.0
NBA,Grand Canyon University,2,4371,0.04575611988103409,52.0
NBA,Hampton University,2,4371,0.04575611988103409,52.0
NBA,Howard University,2,4371,0.04575611988103409,52.0
NBA,Indian Hills Community College,2,4371,0.04575611988103409,52.0
NBA,James Madison University,2,4371,0.04575611988103409,52.0
NBA,Lincoln University of Missouri,2,4371,0.04575611988103409,52.0
NBA,Loyola College in Maryland,2,4371,0.04575611988103409,52.0
NBA,Meridian Community College,2,4371,0.04575611988103409,52.0
NBA,Middle Tennessee State University,2,4371,0.04575611988103409,52.0
NBA,Midwestern State University,2,4371,0.04575611988103409,52.0
NBA,Montana State University,2,4371,0.04575611988103409,52.0
NBA,Mount St. Mary's University,2,4371,0.04575611988103409,52.0
NBA,Muhlenberg College,2,4371,0.04575611988103409,52.0
NBA,Nicholls State University,2,4371,0.04575611988103409,52.0
NBA,North Carolina Central University,2,4371,0.04575611988103409,52.0
NBA,Northeast Mississippi Community College,2,4371,0.04575611988103409,52.0
NBA,Northeastern State University,2,4371,0.04575611988103409,52.0
NBA,Oakland University,2,4371,0.04575611988103409,52.0
NBA,Okaloosa-Walton Community College,2,4371,0.04575611988103409,52.0
NBA,Prairie View A&M University,2,4371,0.04575611988103409,52.0
NBA,Rider University,2,4371,0.04575611988103409,52.0
NBA,Saint Mary of the Plains College,2,4371,0.04575611988103409,52.0
NBA,Salem International University,2,4371,0.04575611988103409,52.0
NBA,Sam Houston State University,2,4371,0.04575611988103409,52.0
NBA,South Dakota State University,2,4371,0.04575611988103409,52.0
NBA,Southeast Missouri State University,2,4371,0.04575611988103409,52.0
NBA,State University of New York College at Buffalo,2,4371,0.04575611988103409,52.0
NBA,Stephen F. Austin State University,2,4371,0.04575611988103409,52.0
NBA,Stetson University,2,4371,0.04575611988103409,52.0
NBA,Texas State University,2,4371,0.04575611988103409,52.0
NBA,Trinity Valley Community College,2,4371,0.04575611988103409,52.0
NBA,Tuskegee University,2,4371,0.04575611988103409,52.0
NBA,United States Naval Academy,2,4371,0.04575611988103409,52.0
NBA,University of Idaho,2,4371,0.04575611988103409,52.0
NBA,University of Illinois at Chicago,2,4371,0.04575611988103409,52.0
NBA,University of Maine,2,4371,0.04575611988103409,52.0
NBA,University of North Carolina at Wilmington,2,4371,0.04575611988103409,52.0
NBA,University of South Carolina Upstate,2,4371,0.04575611988103409,52.0
NBA,University of Texas at San Antonio,2,4371,0.04575611988103409,52.0
NBA,University of Wisconsin at Eau Claire,2,4371,0.04575611988103409,52.0
NBA,Utah Valley State College,2,4371,0.04575611988103409,52.0
NBA,Virginia Military Institute,2,4371,0.04575611988103409,52.0
NBA,Wayne State University,2,4371,0.04575611988103409,52.0
NBA,West Virginia State University,2,4371,0.04575611988103409,52.0
NBA,West Virginia University Institute of Technology,2,4371,0.04575611988103409,52.0
NBA,Wilberforce University,2,4371,0.04575611988103409,52.0
NBA,William Paterson University,2,4371,0.04575611988103409,52.0
NBA,Wright State University,2,4371,0.04575611988103409,52.0
NFL,University of Utah,137,24459,0.5601210188478678,52.0
MLB,California State University-Los Angeles,10,7540,0.1326259946949602,53.0
MLB,College of William & Mary,10,7540,0.1326259946949602,53.0
MLB,Delta State University,10,7540,0.1326259946949602,53.0
MLB,Eastern Kentucky University,10,7540,0.1326259946949602,53.0
MLB,Guilford College,10,7540,0.1326259946949602,53.0
MLB,Hill College,10,7540,0.1326259946949602,53.0
MLB,Indian Hills Community College,10,7540,0.1326259946949602,53.0
MLB,Mercer University,10,7540,0.1326259946949602,53.0
MLB,Miami-Dade College-Wolfson Campus,10,7540,0.1326259946949602,53.0
MLB,Morehead State University,10,7540,0.1326259946949602,53.0
MLB,Southern University and A&M College,10,7540,0.1326259946949602,53.0
MLB,Temple University,10,7540,0.1326259946949602,53.0
MLB,University of New Haven,10,7540,0.1326259946949602,53.0
MLB,University of Utah,10,7540,0.1326259946949602,53.0
MLB,University of Vermont,10,7540,0.1326259946949602,53.0
MLB,Yavapai College,10,7540,0.1326259946949602,53.0
NBA,Acadia University,1,4371,0.022878059940517045,53.0
NBA,Alabama - Huntsville,1,4371,0.022878059940517045,53.0
NBA,Alabama A&M University,1,4371,0.022878059940517045,53.0
NBA,Alabama State University,1,4371,0.022878059940517045,53.0
NBA,Albertson College of Idaho,1,4371,0.022878059940517045,53.0
NBA,Alliance College,1,4371,0.022878059940517045,53.0
NBA,American International University,1,4371,0.022878059940517045,53.0
NBA,Appalachian State University,1,4371,0.022878059940517045,53.0
NBA,Ashland University,1,4371,0.022878059940517045,53.0
NBA,Assumption College,1,4371,0.022878059940517045,53.0
NBA,Augusta State University,1,4371,0.022878059940517045,53.0
NBA,Aurora University,1,4371,0.022878059940517045,53.0
NBA,Azusa Pacific University,1,4371,0.022878059940517045,53.0
NBA,Belmont Abbey College,1,4371,0.022878059940517045,53.0
NBA,Belmont University,1,4371,0.022878059940517045,53.0
NBA,Beloit College,1,4371,0.022878059940517045,53.0
NBA,Bemidji State University,1,4371,0.022878059940517045,53.0
NBA,Benedict College,1,4371,0.022878059940517045,53.0
NBA,Bethel College,1,4371,0.022878059940517045,53.0
NBA,Blinn College,1,4371,0.022878059940517045,53.0
NBA,Bloomsburg University of Pennsylvania,1,4371,0.022878059940517045,53.0
NBA,Brigham Young University-Hawaii,1,4371,0.022878059940517045,53.0
NBA,Bucknell University,1,4371,0.022878059940517045,53.0
NBA,California Polytechnic State University-San Luis Obispo,1,4371,0.022878059940517045,53.0
NBA,California State University-Northridge,1,4371,0.022878059940517045,53.0
NBA,California University of Pennslyvania,1,4371,0.022878059940517045,53.0
NBA,California Western Uiversity,1,4371,0.022878059940517045,53.0
NBA,Campbell University,1,4371,0.022878059940517045,53.0
NBA,Case Western Reserve University,1,4371,0.022878059940517045,53.0
NBA,Catholic University of America,1,4371,0.022878059940517045,53.0
NBA,Central Missouri State University,1,4371,0.022878059940517045,53.0
NBA,Central State College,1,4371,0.022878059940517045,53.0
NBA,Christopher Newport University,1,4371,0.022878059940517045,53.0
NBA,City College of San Francisco,1,4371,0.022878059940517045,53.0
NBA,Clark Atlanta University,1,4371,0.022878059940517045,53.0
NBA,College of Saint Rose,1,4371,0.022878059940517045,53.0
NBA,College of Wooster,1,4371,0.022878059940517045,53.0
NBA,Culver-Stockton College,1,4371,0.022878059940517045,53.0
NBA,Dakota Wesleyan University,1,4371,0.022878059940517045,53.0
NBA,Davis & Elkins College,1,4371,0.022878059940517045,53.0
NBA,DePauw University,1,4371,0.022878059940517045,53.0
NBA,Delaware State University,1,4371,0.022878059940517045,53.0
NBA,East Central University,1,4371,0.022878059940517045,53.0
NBA,Eastern New Mexico University,1,4371,0.022878059940517045,53.0
NBA,Elizabeth City State University,1,4371,0.022878059940517045,53.0
NBA,Elon University,1,4371,0.022878059940517045,53.0
NBA,Fairfield University,1,4371,0.022878059940517045,53.0
NBA,Fayetteville State University,1,4371,0.022878059940517045,53.0
NBA,Florida International University,1,4371,0.022878059940517045,53.0
NBA,Fort Valley State University,1,4371,0.022878059940517045,53.0
NBA,Franklin College,1,4371,0.022878059940517045,53.0
NBA,Friendship Junior College,1,4371,0.022878059940517045,53.0
NBA,Gannon University,1,4371,0.022878059940517045,53.0
NBA,Hanover College,1,4371,0.022878059940517045,53.0
NBA,Hardin-Simmons University,1,4371,0.022878059940517045,53.0
NBA,Hastings College,1,4371,0.022878059940517045,53.0
NBA,High Point University,1,4371,0.022878059940517045,53.0
NBA,Hill College,1,4371,0.022878059940517045,53.0
NBA,Hillsdale College,1,4371,0.022878059940517045,53.0
NBA,Hiram College,1,4371,0.022878059940517045,53.0
NBA,Hiram Scott College,1,4371,0.022878059940517045,53.0
NBA,Houston Baptist University,1,4371,0.022878059940517045,53.0
NBA,Howard College,1,4371,0.022878059940517045,53.0
NBA,Humboldt State University,1,4371,0.022878059940517045,53.0
NBA,Huntington University,1,4371,0.022878059940517045,53.0
NBA,Illinois Wesleyan University,1,4371,0.022878059940517045,53.0
NBA,Indiana University-Purdue,1,4371,0.022878059940517045,53.0
NBA,Jacksonville State University,1,4371,0.022878059940517045,53.0
NBA,Johnson C. Smith University,1,4371,0.022878059940517045,53.0
NBA,Kenyon College,1,4371,0.022878059940517045,53.0
NBA,King's College,1,4371,0.022878059940517045,53.0
NBA,Lawrence Technological University,1,4371,0.022878059940517045,53.0
NBA,LeMoyne College,1,4371,0.022878059940517045,53.0
NBA,Lebanon Valley College,1,4371,0.022878059940517045,53.0
NBA,Lehigh University,1,4371,0.022878059940517045,53.0
NBA,Lewis University,1,4371,0.022878059940517045,53.0
NBA,Lincoln Memorial University,1,4371,0.022878059940517045,53.0
NBA,Longwood University,1,4371,0.022878059940517045,53.0
NBA,Marist College,1,4371,0.022878059940517045,53.0
NBA,Master's College,1,4371,0.022878059940517045,53.0
NBA,Mercer University,1,4371,0.022878059940517045,53.0
NBA,Miles College,1,4371,0.022878059940517045,53.0
NBA,Millersville University of Pennsylvania,1,4371,0.022878059940517045,53.0
NBA,Mississippi Valley State University,1,4371,0.022878059940517045,53.0
NBA,Missouri State,1,4371,0.022878059940517045,53.0
NBA,Molloy,1,4371,0.022878059940517045,53.0
NBA,Monmouth University,1,4371,0.022878059940517045,53.0
NBA,Morehouse College,1,4371,0.022878059940517045,53.0
NBA,Morgan State University,1,4371,0.022878059940517045,53.0
NBA,Mount San Antonio College,1,4371,0.022878059940517045,53.0
NBA,Mount Union College,1,4371,0.022878059940517045,53.0
NBA,New Mexico Highlands University,1,4371,0.022878059940517045,53.0
NBA,New Mexico Institute of Mining and Technology,1,4371,0.022878059940517045,53.0
NBA,North Park University,1,4371,0.022878059940517045,53.0
NBA,Northwestern State University,1,4371,0.022878059940517045,53.0
NBA,Northwood Institute,1,4371,0.022878059940517045,53.0
NBA,Ohio Wesleyan University,1,4371,0.022878059940517045,53.0
NBA,Otterbein College,1,4371,0.022878059940517045,53.0
NBA,Ouachita Baptist University,1,4371,0.022878059940517045,53.0
NBA,Pikeville College,1,4371,0.022878059940517045,53.0
NBA,Portland State University,1,4371,0.022878059940517045,53.0
NBA,Queens College,1,4371,0.022878059940517045,53.0
NBA,Robert Morris University,1,4371,0.022878059940517045,53.0
NBA,Rockhurst University,1,4371,0.022878059940517045,53.0
NBA,Saint Mary's University of Minnesota,1,4371,0.022878059940517045,53.0
NBA,Savannah State University,1,4371,0.022878059940517045,53.0
NBA,Seattle Pacific University,1,4371,0.022878059940517045,53.0
NBA,Seward County Community College,1,4371,0.022878059940517045,53.0
NBA,Siena College,1,4371,0.022878059940517045,53.0
NBA,Slippery Rock University of Pennsylvania,1,4371,0.022878059940517045,53.0
NBA,Southeastern Illinois College,1,4371,0.022878059940517045,53.0
NBA,Southeastern Oklahoma State University,1,4371,0.022878059940517045,53.0
NBA,Springfield College,1,4371,0.022878059940517045,53.0
NBA,St. Francis College,1,4371,0.022878059940517045,53.0
NBA,St. Mary's University,1,4371,0.022878059940517045,53.0
NBA,St. Thomas University,1,4371,0.022878059940517045,53.0
NBA,State University of New York at Potsdam,1,4371,0.022878059940517045,53.0
NBA,State University of West Georgia,1,4371,0.022878059940517045,53.0
NBA,Stony Brook University,1,4371,0.022878059940517045,53.0
NBA,Texas Wesleyan University,1,4371,0.022878059940517045,53.0
NBA,Trenton State University,1,4371,0.022878059940517045,53.0
NBA,Tyler Junior College,1,4371,0.022878059940517045,53.0
NBA,United States Military Academy,1,4371,0.022878059940517045,53.0
NBA,University at Buffalo,1,4371,0.022878059940517045,53.0
NBA,University of Arkansas at Pine Bluff,1,4371,0.022878059940517045,53.0
NBA,University of Baltimore,1,4371,0.022878059940517045,53.0
NBA,University of Bridgeport,1,4371,0.022878059940517045,53.0
NBA,University of California,1,4371,0.022878059940517045,53.0
NBA,University of California-Riverside,1,4371,0.022878059940517045,53.0
NBA,University of Central Arkansas,1,4371,0.022878059940517045,53.0
NBA,University of Central Oklahoma,1,4371,0.022878059940517045,53.0
NBA,University of Hartford,1,4371,0.022878059940517045,53.0
NBA,University of Minnesota-Duluth,1,4371,0.022878059940517045,53.0
NBA,University of Missouri-Kansas City,1,4371,0.022878059940517045,53.0
NBA,University of Montevallo,1,4371,0.022878059940517045,53.0
NBA,University of Nebraska at Kearney,1,4371,0.022878059940517045,53.0
NBA,University of North Dakota,1,4371,0.022878059940517045,53.0
NBA,University of Northern Colorado,1,4371,0.022878059940517045,53.0
NBA,University of Puget Sound,1,4371,0.022878059940517045,53.0
NBA,University of Rochester,1,4371,0.022878059940517045,53.0
NBA,University of San Diego,1,4371,0.022878059940517045,53.0
NBA,University of Scranton,1,4371,0.022878059940517045,53.0
NBA,University of Southern Colorado,1,4371,0.022878059940517045,53.0
NBA,University of Tampa,1,4371,0.022878059940517045,53.0
NBA,University of Tennessee at Martin,1,4371,0.022878059940517045,53.0
NBA,University of Wisconsin,1,4371,0.022878059940517045,53.0
NBA,University of Wisconsin at Parkside,1,4371,0.022878059940517045,53.0
NBA,University of Wisconsin at River Falls,1,4371,0.022878059940517045,53.0
NBA,University of Wisconsin at Stevens Point,1,4371,0.022878059940517045,53.0
NBA,University of the District of Columbia,1,4371,0.022878059940517045,53.0
NBA,Upsala College,1,4371,0.022878059940517045,53.0
NBA,Valdosta State University,1,4371,0.022878059940517045,53.0
NBA,Voorhees College,1,4371,0.022878059940517045,53.0
NBA,West Virginia Wesleyan College,1,4371,0.022878059940517045,53.0
NBA,Westchester CC,1,4371,0.022878059940517045,53.0
NBA,Western Illinois University,1,4371,0.022878059940517045,53.0
NBA,Westminster College of Pennsylvania,1,4371,0.022878059940517045,53.0
NBA,Westminster College of Utah,1,4371,0.022878059940517045,53.0
NBA,Wheaton College,1,4371,0.022878059940517045,53.0
NBA,Wheeling Jesuit University,1,4371,0.022878059940517045,53.0
NBA,Williams College,1,4371,0.022878059940517045,53.0
NBA,Wingate University,1,4371,0.022878059940517045,53.0
NBA,Wofford College,1,4371,0.022878059940517045,53.0
NBA,Yankton College,1,4371,0.022878059940517045,53.0
NBA,Youngstown State University,1,4371,0.022878059940517045,53.0
NFL,University of Houston,136,24459,0.5560325442577374,53.0
MLB,American River College,9,7540,0.11936339522546419,54.0
MLB,Brevard Community College,9,7540,0.11936339522546419,54.0
MLB,Broward Community College,9,7540,0.11936339522546419,54.0
MLB,California Polytechnic State University-Pomona,9,7540,0.11936339522546419,54.0
MLB,College of San Mateo,9,7540,0.11936339522546419,54.0
MLB,College of the Sequoias,9,7540,0.11936339522546419,54.0
MLB,Cornell University,9,7540,0.11936339522546419,54.0
MLB,Eastern Illinois University,9,7540,0.11936339522546419,54.0
MLB,Harvard University,9,7540,0.11936339522546419,54.0
MLB,Jacksonville University,9,7540,0.11936339522546419,54.0
MLB,McNeese State University,9,7540,0.11936339522546419,54.0
MLB,Middle Tennessee State University,9,7540,0.11936339522546419,54.0
MLB,Oxnard College,9,7540,0.11936339522546419,54.0
MLB,Palm Beach Community College,9,7540,0.11936339522546419,54.0
MLB,Pima Community College,9,7540,0.11936339522546419,54.0
MLB,San Jose City College,9,7540,0.11936339522546419,54.0
MLB,St. Edward's University,9,7540,0.11936339522546419,54.0
MLB,Stetson University,9,7540,0.11936339522546419,54.0
MLB,University of North Carolina at Charlotte,9,7540,0.11936339522546419,54.0
MLB,Washington College,9,7540,0.11936339522546419,54.0
MLB,Western Carolina University,9,7540,0.11936339522546419,54.0
MLB,Western Kentucky University,9,7540,0.11936339522546419,54.0
MLB,Williams College,9,7540,0.11936339522546419,54.0
NFL,Southern Methodist University,135,24459,0.551944069667607,54.0
NFL,University of Tulsa,135,24459,0.551944069667607,54.0
MLB,Bakersfield College,8,7540,0.10610079575596816,55.0
MLB,Catawba College,8,7540,0.10610079575596816,55.0
MLB,Chapman University,8,7540,0.10610079575596816,55.0
MLB,College of Charleston,8,7540,0.10610079575596816,55.0
MLB,Connors State College,8,7540,0.10610079575596816,55.0
MLB,Florida Atlantic University,8,7540,0.10610079575596816,55.0
MLB,Grayson County College,8,7540,0.10610079575596816,55.0
MLB,Jackson State University,8,7540,0.10610079575596816,55.0
MLB,Kansas State University,8,7540,0.10610079575596816,55.0
MLB,McLennan Community College,8,7540,0.10610079575596816,55.0
MLB,Mesa State College,8,7540,0.10610079575596816,55.0
MLB,Navarro College,8,7540,0.10610079575596816,55.0
MLB,San Diego Mesa College,8,7540,0.10610079575596816,55.0
MLB,Southwestern University,8,7540,0.10610079575596816,55.0
MLB,Springfield College,8,7540,0.10610079575596816,55.0
MLB,St. Bonaventure University,8,7540,0.10610079575596816,55.0
MLB,Tennessee State University,8,7540,0.10610079575596816,55.0
MLB,Troy University,8,7540,0.10610079575596816,55.0
MLB,University of Louisiana at Monroe,8,7540,0.10610079575596816,55.0
MLB,University of New Mexico,8,7540,0.10610079575596816,55.0
MLB,University of Northern Colorado,8,7540,0.10610079575596816,55.0
MLB,University of Wisconsin at Oshkosh,8,7540,0.10610079575596816,55.0
NFL,Virginia Tech University,133,24459,0.5437671204873462,55.0
MLB,Austin Peay State University,7,7540,0.09283819628647215,56.0
MLB,Ball State University,7,7540,0.09283819628647215,56.0
MLB,Canada College,7,7540,0.09283819628647215,56.0
MLB,Coastal Carolina University,7,7540,0.09283819628647215,56.0
MLB,Duquesne University,7,7540,0.09283819628647215,56.0
MLB,El Camino College,7,7540,0.09283819628647215,56.0
MLB,Georgia Perimeter College,7,7540,0.09283819628647215,56.0
MLB,Gettysburg College,7,7540,0.09283819628647215,56.0
MLB,Glendale Community College,7,7540,0.09283819628647215,56.0
MLB,Kennesaw State University,7,7540,0.09283819628647215,56.0
MLB,Laney College,7,7540,0.09283819628647215,56.0
MLB,Lewis University,7,7540,0.09283819628647215,56.0
MLB,Lincoln Land Community College,7,7540,0.09283819628647215,56.0
MLB,Los Angeles City College,7,7540,0.09283819628647215,56.0
MLB,Marshall University,7,7540,0.09283819628647215,56.0
MLB,Northwest Florida State College,7,7540,0.09283819628647215,56.0
MLB,Oklahoma City University,7,7540,0.09283819628647215,56.0
MLB,Panola College,7,7540,0.09283819628647215,56.0
MLB,San Joaquin Delta College,7,7540,0.09283819628647215,56.0
MLB,Southeastern Louisiana University,7,7540,0.09283819628647215,56.0
MLB,St. Mary's College,7,7540,0.09283819628647215,56.0
MLB,St. Thomas University,7,7540,0.09283819628647215,56.0
MLB,Texas State University,7,7540,0.09283819628647215,56.0
MLB,The Citadel,7,7540,0.09283819628647215,56.0
MLB,University of California-Irvine,7,7540,0.09283819628647215,56.0
MLB,University of North Carolina at Wilmington,7,7540,0.09283819628647215,56.0
MLB,University of Portland,7,7540,0.09283819628647215,56.0
MLB,University of South Carolina Aiken,7,7540,0.09283819628647215,56.0
MLB,University of Wyoming,7,7540,0.09283819628647215,56.0
MLB,West Chester University of Pennsylvania,7,7540,0.09283819628647215,56.0
NFL,University of Louisville,131,24459,0.5355901713070853,56.0
MLB,Alvin Community College,6,7540,0.07957559681697612,57.0
MLB,Bellevue Community College,6,7540,0.07957559681697612,57.0
MLB,Carlisle Indian Industrial School,6,7540,0.07957559681697612,57.0
MLB,County College of Morris,6,7540,0.07957559681697612,57.0
MLB,Diablo Valley College,6,7540,0.07957559681697612,57.0
MLB,Erskine College,6,7540,0.07957559681697612,57.0
MLB,Furman University,6,7540,0.07957559681697612,57.0
MLB,Galveston College,6,7540,0.07957559681697612,57.0
MLB,Grove City College,6,7540,0.07957559681697612,57.0
MLB,Iowa Western Community College,6,7540,0.07957559681697612,57.0
MLB,Jefferson College,6,7540,0.07957559681697612,57.0
MLB,Jefferson Davis Community College,6,7540,0.07957559681697612,57.0
MLB,Juniata College,6,7540,0.07957559681697612,57.0
MLB,Kishwaukee College,6,7540,0.07957559681697612,57.0
MLB,LeMoyne College,6,7540,0.07957559681697612,57.0
MLB,Lebanon Valley College,6,7540,0.07957559681697612,57.0
MLB,Lubbock Christian University,6,7540,0.07957559681697612,57.0
MLB,Mansfield University of Pennsylvania,6,7540,0.07957559681697612,57.0
MLB,Marietta College,6,7540,0.07957559681697612,57.0
MLB,Millikin University,6,7540,0.07957559681697612,57.0
MLB,Mississippi College,6,7540,0.07957559681697612,57.0
MLB,Mississippi Delta Community College,6,7540,0.07957559681697612,57.0
MLB,Northeastern University,6,7540,0.07957559681697612,57.0
MLB,Parsons College,6,7540,0.07957559681697612,57.0
MLB,Portland State University,6,7540,0.07957559681697612,57.0
MLB,Presbyterian College,6,7540,0.07957559681697612,57.0
MLB,Providence College,6,7540,0.07957559681697612,57.0
MLB,Rhodes College,6,7540,0.07957559681697612,57.0
MLB,Rider University,6,7540,0.07957559681697612,57.0
MLB,Saddleback College,6,7540,0.07957559681697612,57.0
MLB,San Bernardino Valley College,6,7540,0.07957559681697612,57.0
MLB,San Diego City College,6,7540,0.07957559681697612,57.0
MLB,Santa Fe Community College,6,7540,0.07957559681697612,57.0
MLB,Santa Rosa Junior College,6,7540,0.07957559681697612,57.0
MLB,Southern Methodist University,6,7540,0.07957559681697612,57.0
MLB,St. Cloud State University,6,7540,0.07957559681697612,57.0
MLB,St. Leo College,6,7540,0.07957559681697612,57.0
MLB,St. Mary's University,6,7540,0.07957559681697612,57.0
MLB,St. Petersburg College,6,7540,0.07957559681697612,57.0
MLB,Treasure Valley Community College,6,7540,0.07957559681697612,57.0
MLB,Trinidad State Junior College,6,7540,0.07957559681697612,57.0
MLB,Triton College,6,7540,0.07957559681697612,57.0
MLB,University of Central Florida,6,7540,0.07957559681697612,57.0
MLB,University of North Florida,6,7540,0.07957559681697612,57.0
MLB,University of Tulsa,6,7540,0.07957559681697612,57.0
MLB,Washington University in St. Louis,6,7540,0.07957559681697612,57.0
NFL,Fresno State University,120,24459,0.49061695081565065,57.0
NFL,Texas Tech University,120,24459,0.49061695081565065,57.0
MLB,Angelina College,5,7540,0.0663129973474801,58.0
MLB,Austin College,5,7540,0.0663129973474801,58.0
MLB,Azusa Pacific University,5,7540,0.0663129973474801,58.0
MLB,Beloit College,5,7540,0.0663129973474801,58.0
MLB,Bloomsburg University of Pennsylvania,5,7540,0.0663129973474801,58.0
MLB,Bowdoin College,5,7540,0.0663129973474801,58.0
MLB,California State University-Dominguez Hills,5,7540,0.0663129973474801,58.0
MLB,California State University-Sacramento,5,7540,0.0663129973474801,58.0
MLB,Carson-Newman College,5,7540,0.0663129973474801,58.0
MLB,Centenary College of Louisiana,5,7540,0.0663129973474801,58.0
MLB,Central Florida Community College,5,7540,0.0663129973474801,58.0
MLB,Chaffey College,5,7540,0.0663129973474801,58.0
MLB,City College of San Francisco,5,7540,0.0663129973474801,58.0
MLB,Colby College,5,7540,0.0663129973474801,58.0
MLB,College of Southern Idaho,5,7540,0.0663129973474801,58.0
MLB,College of the Canyons,5,7540,0.0663129973474801,58.0
MLB,Compton Community College,5,7540,0.0663129973474801,58.0
MLB,Concordia College-Bronxville,5,7540,0.0663129973474801,58.0
MLB,Crowder College,5,7540,0.0663129973474801,58.0
MLB,Florida College,5,7540,0.0663129973474801,58.0
MLB,Howard College,5,7540,0.0663129973474801,58.0
MLB,Jacksonville State University,5,7540,0.0663129973474801,58.0
MLB,Maryville College,5,7540,0.0663129973474801,58.0
MLB,Meridian Community College,5,7540,0.0663129973474801,58.0
MLB,Mississippi Gulf Coast Community College,5,7540,0.0663129973474801,58.0
MLB,Modesto Junior College,5,7540,0.0663129973474801,58.0
MLB,Montclair State University,5,7540,0.0663129973474801,58.0
MLB,Mount St. Mary's University,5,7540,0.0663129973474801,58.0
MLB,Ohio Wesleyan University,5,7540,0.0663129973474801,58.0
MLB,Pensacola Junior College,5,7540,0.0663129973474801,58.0
MLB,Santa Barbara City College,5,7540,0.0663129973474801,58.0
MLB,Southeast Missouri State University,5,7540,0.0663129973474801,58.0
MLB,Southeastern Oklahoma State University,5,7540,0.0663129973474801,58.0
MLB,St. Lawrence University,5,7540,0.0663129973474801,58.0
MLB,Swarthmore College,5,7540,0.0663129973474801,58.0
MLB,Texarkana College,5,7540,0.0663129973474801,58.0
MLB,Union University,5,7540,0.0663129973474801,58.0
MLB,University of Denver,5,7540,0.0663129973474801,58.0
MLB,University of Idaho,5,7540,0.0663129973474801,58.0
MLB,University of Louisville,5,7540,0.0663129973474801,58.0
MLB,University of Maryland Baltimore,5,7540,0.0663129973474801,58.0
MLB,University of New Hampshire,5,7540,0.0663129973474801,58.0
MLB,University of North Alabama,5,7540,0.0663129973474801,58.0
MLB,University of Tampa,5,7540,0.0663129973474801,58.0
MLB,University of Wisconsin at La Crosse,5,7540,0.0663129973474801,58.0
MLB,Valencia Community College,5,7540,0.0663129973474801,58.0
MLB,Washburn University,5,7540,0.0663129973474801,58.0
MLB,Westminster College,5,7540,0.0663129973474801,58.0
